FB;0.00397025;mochila_chica_n10_no_conflict.txt;[0,1,4,7,8,9]
BT;0.00279211;mochila_chica_n10_no_conflict.txt;[0,1,4,7,8,9]
DP;0.00405697;mochila_chica_n10_no_conflict.txt;[0,1,4,7,8,9]
FB;0.0868395;mochila_chica_n20_no_conflict.txt;[0,3,4,5,9,10,14,15,16,17,18,19]
BT;0.257199;mochila_chica_n20_no_conflict.txt;[0,3,4,5,9,10,14,15,16,17,18,19]
DP;0.0132049;mochila_chica_n20_no_conflict.txt;[0,3,4,5,9,10,14,15,16,17,18,19]
FB;84.317;mochila_chica_n30_no_conflict.txt;[0,1,2,4,5,7,9,10,11,12,13,17,18,20,21,24,25,26,27,28]
BT;51.1211;mochila_chica_n30_no_conflict.txt;[0,1,2,4,5,7,9,10,11,12,13,17,18,20,21,24,25,26,27,28]
DP;0.0504163;mochila_chica_n30_no_conflict.txt;[0,1,2,4,5,7,9,10,11,12,13,17,18,20,21,24,25,26,27,28]
DP;0.121386;mochila_chica_n40_no_conflict.txt;[0,2,3,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,22,25,27,28,29,32,35,39]
DP;0.252961;mochila_chica_n50_no_conflict.txt;[1,2,6,9,10,11,12,14,15,16,20,22,23,24,25,26,27,28,29,30,31,32,34,35,36,37,38,40,43,44,45,46,49]
DP;0.576567;mochila_chica_n60_no_conflict.txt;[0,2,3,4,5,6,8,9,11,12,13,14,16,17,19,21,23,24,26,27,31,33,34,35,39,40,41,42,43,44,45,46,47,48,49,50,51,52,54,55,58,59]
DP;0.806103;mochila_chica_n70_no_conflict.txt;[1,2,3,4,5,6,7,8,9,10,11,12,15,16,17,18,20,22,23,24,26,28,29,30,31,32,33,34,35,36,37,38,39,40,42,48,52,53,56,60,62,64,65,66,68,69]
DP;1.03258;mochila_chica_n80_no_conflict.txt;[0,1,2,3,5,6,7,8,10,11,13,14,16,17,18,21,22,23,24,26,27,29,32,34,35,36,38,39,40,42,43,44,46,48,49,51,52,53,54,55,59,60,61,62,63,66,67,68,69,71,72,74,76,77,78]
DP;1.56542;mochila_chica_n90_no_conflict.txt;[0,1,2,3,4,5,6,7,8,10,12,13,15,17,18,19,20,23,24,25,26,28,29,31,32,34,40,41,43,44,45,46,48,49,51,52,53,55,56,57,59,60,63,64,66,67,68,70,71,72,73,75,76,77,78,80,86,87,88,89]
DP;2.13315;mochila_chica_n100_no_conflict.txt;[3,4,5,6,7,8,9,10,11,12,15,17,19,21,23,24,25,27,28,29,30,31,32,33,35,36,37,38,40,41,42,45,47,48,51,52,53,54,55,56,58,59,60,62,64,66,67,68,69,70,71,73,74,75,78,79,81,84,86,87,88,89,92,93,94,96,97,99]
FB;0.00253401;mochila_apretada_n10_no_conflict.txt;[2]
BT;0.0016959;mochila_apretada_n10_no_conflict.txt;[2]
DP;0.115713;mochila_apretada_n10_no_conflict.txt;[2]
FB;0.0883586;mochila_apretada_n20_no_conflict.txt;[5,14]
BT;0.00464681;mochila_apretada_n20_no_conflict.txt;[5,14]
DP;0.153366;mochila_apretada_n20_no_conflict.txt;[5,14]
FB;80.4276;mochila_apretada_n30_no_conflict.txt;[6,20]
BT;0.00195167;mochila_apretada_n30_no_conflict.txt;[6,20]
DP;0.262688;mochila_apretada_n30_no_conflict.txt;[6,20]
BT;0.00454096;mochila_apretada_n40_no_conflict.txt;[2,16,38]
DP;0.272702;mochila_apretada_n40_no_conflict.txt;[2,16,38]
BT;0.00572864;mochila_apretada_n50_no_conflict.txt;[2,7,12]
DP;0.406892;mochila_apretada_n50_no_conflict.txt;[2,7,12]
BT;0.0171422;mochila_apretada_n60_no_conflict.txt;[12,51,55]
DP;0.415981;mochila_apretada_n60_no_conflict.txt;[12,51,55]
BT;0.00413999;mochila_apretada_n70_no_conflict.txt;[9,58]
DP;0.478617;mochila_apretada_n70_no_conflict.txt;[9,58]
BT;0.0153125;mochila_apretada_n80_no_conflict.txt;[14,15,50]
DP;0.574618;mochila_apretada_n80_no_conflict.txt;[14,15,50]
FB;0.435112;costo_peso_correlaciona_n20_cycle.txt;[0,2,4,6,8,10,12,14,16,18]
BT;0.00487944;costo_peso_correlaciona_n20_cycle.txt;[0,2,4,6,8,10,12,14,16,18]
FB;0.0918784;costo_peso_correlaciona_n20_star.txt;[1,2,7,9,10,11,14,15,16,18]
BT;0.0240886;costo_peso_correlaciona_n20_star.txt;[1,2,7,9,10,11,14,15,16,18]
FB;0.738167;costo_peso_correlaciona_n22_cycle.txt;[1,3,5,7,10,12,14,16,18,20]
BT;0.005078;costo_peso_correlaciona_n22_cycle.txt;[1,3,5,7,10,12,14,16,18,20]
FB;0.351578;costo_peso_correlaciona_n22_star.txt;[3,4,5,6,9,11,13,16,17,19,20,21]
BT;0.29677;costo_peso_correlaciona_n22_star.txt;[3,4,5,6,9,11,13,16,17,19,20,21]
FB;2.44102;costo_peso_correlaciona_n24_cycle.txt;[0,2,4,6,9,12,15,17,19,22]
BT;0.00852185;costo_peso_correlaciona_n24_cycle.txt;[0,2,4,6,9,12,15,17,19,22]
FB;1.47452;costo_peso_correlaciona_n24_star.txt;[0,4,5,6,7,8,9,11,13,16,18]
BT;0.903486;costo_peso_correlaciona_n24_star.txt;[0,4,5,6,7,8,9,11,13,16,18]
FB;11.4654;costo_peso_correlaciona_n26_cycle.txt;[1,3,5,7,9,11,14,17,19,21,23]
BT;0.019691;costo_peso_correlaciona_n26_cycle.txt;[1,3,5,7,9,11,14,17,19,21,23]
FB;4.99;costo_peso_correlaciona_n26_star.txt;[3,4,5,6,9,12,14,15,16,20,21,24]
BT;0.695119;costo_peso_correlaciona_n26_star.txt;[3,4,5,6,9,12,14,15,16,20,21,24]
FB;48.9639;costo_peso_correlaciona_n28_cycle.txt;[0,2,4,6,8,12,14,17,20,22,24,26]
BT;0.0245881;costo_peso_correlaciona_n28_cycle.txt;[0,2,4,6,8,12,14,17,20,22,24,26]
FB;20.5368;costo_peso_correlaciona_n28_star.txt;[0,3,4,7,9,10,11,18,19,20,24,25,27]
BT;1.09731;costo_peso_correlaciona_n28_star.txt;[0,3,4,7,9,10,11,18,19,20,24,25,27]
FB;817.614;costo_peso_correlaciona_n30_cycle.txt;[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28]
BT;0.0318455;costo_peso_correlaciona_n30_cycle.txt;[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28]
FB;86.3037;costo_peso_correlaciona_n30_star.txt;[2,6,7,8,9,11,12,15,16,17,18,20,21,24,27]
BT;11.0414;costo_peso_correlaciona_n30_star.txt;[2,6,7,8,9,11,12,15,16,17,18,20,21,24,27]
BT;0.0525974;costo_peso_correlaciona_n32_cycle.txt;[0,2,4,7,9,11,13,16,18,20,22,24,26,28,30]
BT;34.0282;costo_peso_correlaciona_n32_star.txt;[1,3,5,6,8,9,10,13,14,18,23,25,26,27,28,30,31]
BT;0.0747342;costo_peso_correlaciona_n34_cycle.txt;[0,2,4,6,8,10,12,14,16,18,20,22,24,27,29,31]
BT;87.3323;costo_peso_correlaciona_n34_star.txt;[2,4,5,6,7,8,11,14,16,21,24,25,27,29,31,32,33]
BT;0.308844;costo_peso_correlaciona_n36_cycle.txt;[1,3,6,8,10,13,15,17,19,21,23,25,27,29,31,34]
BT;105.289;costo_peso_correlaciona_n36_star.txt;[0,2,4,5,9,10,11,12,14,16,17,21,23,26,27,29,31,33,35]
BT;0.218756;costo_peso_correlaciona_n38_cycle.txt;[1,3,5,7,9,11,13,16,18,20,22,24,26,28,30,32,34,36]
BT;237.121;costo_peso_correlaciona_n38_star.txt;[0,1,3,5,7,8,9,11,14,15,21,26,34,36]
BT;0.149093;costo_peso_correlaciona_n40_cycle.txt;[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38]
